Year,Date.Sampled,Plot.Type,Plot,Tree_#,Quarter,Fork,Species,DBH,Unusual,Status,Crown.Class,Tree.Cond,HWA.Index,EAB.Index,BBD.Index,Foliage.Cond_1,Total.Foliage%_1,Foliage.Cond%_1,Foliage.Cond_2,Total.Foliage%_2,Foliage.Cond%_2,Foliage.Cond_3,Total.Foliage%_3,Foliage.Cond%_3,Decay.Index,Notes
2022,7/22/2022,Random,23,5,NA,N,White pine,44.8,N,AS,Co-dominant,Large dead branches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
2018,8/22/2018,Random,23,6,C,N,Red maple,17.2,N,AS,Co-dominant,Large dead branches,NA,NA,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/22/2022,Random,23,6,NA,N,Red maple,17.5,N,AS,Intermediate,Large dead branches,NA,NA,NA,Holes,50-90,10-50,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/22/2018,Random,23,7,D,N,Red oak,21.0,N,AS,Co-dominant,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/22/2022,Random,23,7,NA,N,Red oak,20.1,N,DS,NA,NA,2,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/22/2018,Random,23,8,D,N,Yellow birch,39.2,N,AS,Dominant,Healthy,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/22/2022,Random,23,8,NA,N,Black birch,39.7,N,AS,Co-dominant,Healthy,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/22/2018,Random,23,9,D,N,Hop hornbeam,10.7,N,AS,Intermediate,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2022,7/22/2022,Random,23,9,NA,N,Hop hornbeam,10.3,N,AS,Intermediate,Healthy,NA,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/22/2018,Random,23,10,D,N,Red oak,30.2,N,AS,Dominant,Healthy,NA,NA,NA,Holes,10-50,10-50,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/22/2022,Random,23,10,NA,N,Red oak,31.0,N,AS,Co-dominant,Healthy,NA,NA,NA,Holes,50-90,10-50,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/23/2018,Random,24,1,A,N,Eastern hemlock,10.1,N,AS,Sub-canopy,Large dead branches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/27/2022,Random,24,1,A,N,Eastern hemlock,11.4,N,AS,Intermediate,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/23/2018,Random,24,2,A,N,Hop hornbeam,16.0,N,AS,Intermediate,Large dead branches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/27/2022,Random,24,2,A,N,Hop hornbeam,17.2,N,AS,Intermediate,Healthy,3,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/23/2018,Random,24,3,A,N,Striped maple,11.5,N,AL,Sub-canopy,Large dead branches,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/27/2022,Random,24,3,A,N,Striped maple,NA,NA,NL,NA,NA,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/23/2018,Random,24,4,A,N,Shagbark hickory,11.5,N,AS,Intermediate,Large dead branches,NA,NA,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/27/2022,Random,24,4,A,N,Shagbark hickory,12.3,N,AS,Intermediate,Healthy,NA,NA,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/23/2018,Random,24,5,B,N,White pine,58.7,N,AS,Dominant,Vines in canopy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/27/2022,Random,24,5,B,N,White pine,58.8,N,AS,Dominant,Healthy,NA,NA,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/23/2018,Random,24,6,B,N,Yellow birch,11.6,N,AS,Intermediate,Healthy,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/27/2022,Random,24,6,B,N,Yellow birch,12.7,N,AS,Co-dominant,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Missing/Fallen/CWD
2018,8/23/2018,Random,24,7,B,N,White pine,61.6,N,AS,Dominant,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Missing/Fallen/CWD
2022,7/27/2022,Random,24,7,B,N,White pine,63.6,N,AS,Dominant,Large dead branches,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/23/2018,Random,24,8,C,N,Red oak,55.5,N,AS,Dominant,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Missing/Fallen/CWD
2022,7/27/2022,Random,24,8,C,N,Black oak,57.3,N,AS,Dominant,Healthy,NA,NA,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/23/2018,Random,24,9,C,N,Yellow birch,34.5,N,AL,Co-dominant,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/27/2022,Random,24,9,C,N,Yellow birch,35.6,N,AS,Co-dominant,Healthy,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/23/2018,Random,24,10,D,N,Red maple,17.4,N,AS,Co-dominant,Large dead branches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2022,7/27/2022,Random,24,10,D,N,Red maple,17.5,N,AS,Co-dominant,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2018,8/23/2018,Random,24,11,D,N,Sugar maple,25.9,N,AS,Co-dominant,Healthy,NA,NA,NA,Holes,10-50,1-10,Leaf loss,1-10,NA,NA,NA,NA,NA,NA
2022,7/27/2022,Random,24,11,D,N,Sugar maple,27.5,N,AS,Co-dominant,Healthy,NA,NA,NA,Holes,10-50,10-50,NA,NA,NA,NA,NA,NA,NA,NA
2018,8/23/2018,Random,24,12,D,N,White pine,74.4,N,AS,Dominant,Vines in canopy,3,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,7/27/2022,Random,24,12,D,N,White pine,76.3,N,AS,Dominant,Cankers/Wounds/Large dead branches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2021,7/20/2021,Hemlock-BB,25,1,A,N,Eastern hemlock,14.5,N,AS,Intermediate,HWA/EHS,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2021,7/20/2021,Hemlock-BB,25,2,A,N,Sugar maple,38.1,N,AS,Dominant,Healthy,NA,NA,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2021,7/20/2021,Hemlock-BB,25,3,A,N,Sugar maple,14.9,N,AS,Co-dominant,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2021,7/20/2021,Hemlock-BB,25,4,A,N,Yellow birch,27.1,N,AS,Dominant,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2021,7/20/2021,Hemlock-BB,25,5,A,N,Sugar maple,10.1,N,AS,Intermediate,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2021,7/20/2021,Hemlock-BB,25,6,B,N,Black birch,28.1,N,AS,Dominant,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2021,7/20/2021,Hemlock-BB,25,7,B,N,Yellow birch,44.8,N,AS,Dominant,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2021,7/20/2021,Hemlock-BB,25,8,C,N,Eastern hemlock,19.7,N,AS,Co-dominant,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing/Fallen/CWD
2021,7/20/2021,Hemlock-BB,25,9,C,N,Eastern hemlock,10.7,N,AS,Dominant,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing/Fallen/CWD
2021,7/20/2021,Hemlock-BB,25,10,C,N,Eastern hemlock,17.9,N,AS,Co-dominant,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing/Fallen/CWD
2021,7/20/2021,Hemlock-BB,25,11,C,N,Black birch,18.4,N,AS,Co-dominant,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing/Fallen/CWD
2021,7/20/2021,Hemlock-BB,25,12,D,N,Eastern hemlock,17.4,N,AS,Intermediate,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CWD/Lying
2021,7/20/2021,Hemlock-BB,25,13,D,N,Red oak,70.9,N,AS,Dominant,Insect damage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2021,7/20/2021,Hemlock-BB,25,14,D,N,Eastern hemlock,16.7,N,AS,Intermediate,HWA/EHS,3,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,7/6/2021,Hemlock-BB,26,1,A,N,Eastern hemlock,45.5,N,AS,Co-dominant,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CWD/Lying
2021,7/6/2021,Hemlock-BB,26,2,A,N,Unknown sp.,13.5,N,DL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2021,7/6/2021,Hemlock-BB,26,3,A,N,Eastern hemlock,38.4,N,AS,Co-dominant,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2021,7/6/2021,Hemlock-BB,26,4,A,N,Black birch,28.8,N,AL,Dominant,Healthy,NA,NA,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2021,7/6/2021,Hemlock-BB,26,5,B,N,Eastern hemlock,17.9,N,AS,Intermediate,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2021,7/6/2021,Hemlock-BB,26,6,B,N,Eastern hemlock,10.2,N,AS,Intermediate,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2021,7/6/2021,Hemlock-BB,26,7,B,N,Eastern hemlock,12.5,N,AS,Intermediate,HWA/EHS,NA,NA,NA,Holes,50-90,10-50,NA,NA,NA,NA,NA,NA,NA,NA
2021,7/6/2021,Hemlock-BB,26,8,C,N,Eastern hemlock,13.1,N,AS,Intermediate,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2021,7/6/2021,Hemlock-BB,26,9,C,N,Yellow birch,29.2,N,AL,Dominant,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2021,7/6/2021,Hemlock-BB,26,10,C,N,Tulip poplar,60.1,N,AS,Dominant,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2021,7/7/2021,Hemlock-BB,27,1,B,N,Tulip poplar,61.5,N,AS,Dominant,Healthy,NA,NA,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2021,7/7/2021,Hemlock-BB,27,2,B,N,Unknown sp.,13.1,N,DS,NA,NA,NA,NA,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2021,7/7/2021,Hemlock-BB,27,3,B,N,Unknown sp.,35.3,N,DS,NA,NA,NA,NA,NA,Holes,50-90,10-50,Chlorosis,50-90,10-50,NA,NA,NA,NA,NA
2021,7/7/2021,Hemlock-BB,27,4,B,N,Eastern hemlock,43.3,N,AS,Dominant,HWA/EHS,NA,NA,NA,Holes,50-90,10-50,Chlorosis,50-90,10-50,NA,NA,NA,NA,NA
2021,7/7/2021,Hemlock-BB,27,5,B,N,Eastern hemlock,25.7,N,AS,Co-dominant,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2021,7/7/2021,Hemlock-BB,27,6,B,N,Eastern hemlock,26.1,N,AS,Co-dominant,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Missing/Fallen/CWD
2021,7/7/2021,Hemlock-BB,27,7,B,N,Eastern hemlock,35.9,N,AS,Dominant,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,7/7/2021,Hemlock-BB,27,8,C,N,Eastern hemlock,51.0,N,AS,Dominant,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2021,7/7/2021,Hemlock-BB,27,9,C,N,Unknown sp.,29.5,N,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2021,7/7/2021,Hemlock-BB,27,10,D,N,Eastern hemlock,69.2,N,AS,Dominant,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2021,7/7/2021,Hemlock-BB,27,11,D,N,Eastern hemlock,10.9,N,AS,Intermediate,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
2021,7/19/2021,Hemlock-BB,28,1,A,N,Eastern hemlock,24.7,N,AS,Co-dominant,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
2021,7/19/2021,Hemlock-BB,28,2,A,N,Red oak,89.9,N,AS,Dominant,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2021,7/19/2021,Hemlock-BB,28,3,A,N,Eastern hemlock,19.9,N,AS,Co-dominant,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2021,7/19/2021,Hemlock-BB,28,4,A,N,Eastern hemlock,20.8,N,AS,Co-dominant,HWA/EHS,4,NA,NA,Leaf loss,50-90,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,7/19/2021,Hemlock-BB,28,5,B,N,Tulip poplar,66.0,N,AS,Dominant,Insect damage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2021,7/19/2021,Hemlock-BB,28,6,B,N,Eastern hemlock,22.5,N,AS,Co-dominant,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2021,7/19/2021,Hemlock-BB,28,7,C,N,Eastern hemlock,21.5,N,AS,Co-dominant,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2021,7/19/2021,Hemlock-BB,28,8,C,N,Unknown sp.,39.3,N,DB,NA,NA,NA,NA,NA,Holes,1-10,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2021,7/19/2021,Hemlock-BB,28,9,D,A,Eastern hemlock,38.5,N,DS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2021,7/19/2021,Hemlock-BB,28,10,D,A,Eastern hemlock,16.8,N,DB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,CWD/Lying
2021,7/19/2021,Hemlock-BB,28,11,D,N,Tulip poplar,50.5,N,AS,Dominant,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2021,7/19/2021,Hemlock-BB,28,12,D,N,Black birch,29.1,N,AS,Dominant,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
2021,6/18/2021,Hemlock-BB,29,1,A,N,Eastern hemlock,12.2,N,AS,Intermediate,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2021,6/18/2021,Hemlock-BB,29,2,A,N,Eastern hemlock,12.8,N,AS,Intermediate,HWA/EHS,NA,NA,NA,Leaf loss,10-50,NA,Holes,10-50,1-10,NA,NA,NA,NA,Wilting leaves
2021,6/18/2021,Hemlock-BB,29,3,A,N,Eastern hemlock,10.9,N,AL,Intermediate,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing/Fallen/CWD
2021,6/18/2021,Hemlock-BB,29,4,B,N,Eastern hemlock,11.0,N,AS,Intermediate,HWA/EHS,NA,NA,NA,Holes,50-90,1-10,Leaf loss,10-50,NA,NA,NA,NA,NA,NA
2021,6/18/2021,Hemlock-BB,29,5,B,N,Red oak,56.2,N,AS,Dominant,Large dead branches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2021,6/18/2021,Hemlock-BB,29,6,B,N,Eastern hemlock,12.1,N,AS,Intermediate,HWA/EHS,NA,NA,NA,Holes,10-50,10-50,Leaf loss,10-50,NA,NA,NA,NA,NA,NA
2021,6/18/2021,Hemlock-BB,29,7,B,N,Red oak,52.3,N,AS,Dominant,Healthy,NA,NA,NA,Holes,50-90,1-10,Leaf loss,10-50,NA,NA,NA,NA,NA,NA
2021,6/18/2021,Hemlock-BB,29,8,B,N,Chestnut oak,22.6,N,DS,NA,NA,NA,NA,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2021,6/18/2021,Hemlock-BB,29,9,C,N,Black birch,10.1,N,AS,Co-dominant,Healthy,NA,NA,NA,Holes,1-10,1-10,Leaf loss,10-50,NA,NA,NA,NA,NA,NA
2021,6/18/2021,Hemlock-BB,29,10,C,N,Eastern hemlock,10.2,N,AS,Intermediate,HWA/EHS,NA,NA,NA,Holes,50-90,10-50,Leaf loss,50-90,NA,NA,NA,NA,NA,NA
2021,6/18/2021,Hemlock-BB,29,11,C,N,Red oak,37.0,N,AS,Dominant,Healthy,NA,NA,NA,Holes,50-90,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2021,6/18/2021,Hemlock-BB,29,12,D,N,Eastern hemlock,16.7,N,AS,Co-dominant,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
2021,6/18/2021,Hemlock-BB,29,13,D,N,Black birch,17.0,N,AS,Co-dominant,Healthy,NA,NA,NA,Holes,10-50,1-10,Leaf loss,1-10,NA,NA,NA,NA,NA,NA
2021,6/18/2021,Hemlock-BB,29,14,D,N,Red oak,21.1,N,AS,Dominant,Healthy,NA,NA,NA,Holes,10-50,1-10,Leaf loss,10-50,NA,NA,NA,NA,NA,NA
2021,6/18/2021,Hemlock-BB,29,15,D,N,Eastern hemlock,14.9,N,AS,Co-dominant,HWA/EHS,NA,NA,NA,Holes,50-90,10-50,Leaf loss,10-50,NA,NA,NA,NA,NA,NA
2021,6/18/2021,Hemlock-BB,29,16,D,N,Chestnut oak,66.0,N,AS,Dominant,Other,NA,NA,NA,Holes,1-10,1-10,Leaf loss,1-10,NA,NA,NA,NA,NA,Spongy moth on tree
2021,6/18/2021,Hemlock-BB,29,17,D,N,White oak,27.0,N,AS,Dominant,Healthy,NA,NA,NA,Holes,10-50,1-10,Leaf loss,10-50,NA,NA,NA,NA,NA,NA
2021,7/23/2021,Hemlock-BB,30,1,A,N,Yellow birch,10.8,N,AS,Co-dominant,Healthy,NA,NA,NA,Holes,50-90,1-10,Leaf loss,10-50,NA,NA,NA,NA,NA,NA
2021,7/23/2021,Hemlock-BB,30,2,A,N,Eastern hemlock,10.4,N,AS,Co-dominant,HWA/EHS,NA,NA,NA,Holes,50-90,10-50,Leaf loss,1-10,NA,NA,NA,NA,NA,NA
2021,7/23/2021,Hemlock-BB,30,3,B,N,Eastern hemlock,12.8,N,AS,Co-dominant,HWA/EHS,NA,NA,NA,Holes,50-90,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2021,7/23/2021,Hemlock-BB,30,4,B,N,Eastern hemlock,10.7,N,AS,Intermediate,HWA/EHS,NA,NA,NA,Holes,50-90,1-10,Leaf loss,1-10,NA,NA,NA,NA,NA,NA
2021,7/23/2021,Hemlock-BB,30,5,B,N,Red maple,38.4,N,AS,Dominant,Healthy,NA,NA,NA,Holes,1-10,1-10,Leaf loss,1-10,NA,NA,NA,NA,NA,NA
2021,7/23/2021,Hemlock-BB,30,6,B,N,Red maple,27.3,N,AS,Dominant,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,7/23/2021,Hemlock-BB,30,7,B,N,Eastern hemlock,10.4,N,AS,Intermediate,HWA/EHS,NA,NA,NA,Holes,50-90,10-50,Chlorosis,1-10,1-10,NA,NA,NA,NA,NA
2021,7/23/2021,Hemlock-BB,30,8,C,N,Red oak,49.4,N,AS,Dominant,Healthy,NA,NA,NA,Holes,50-90,10-50,NA,NA,NA,NA,NA,NA,NA,NA
2021,7/23/2021,Hemlock-BB,30,8,C,N,Red oak,49.4,N,AS,Dominant,Healthy,NA,NA,NA,Holes,50-90,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2021,7/23/2021,Hemlock-BB,30,9,C,N,Yellow birch,12.6,N,AS,Co-dominant,Healthy,NA,NA,NA,Holes,50-90,1-10,Leaf loss,1-10,NA,Chlorosis,1-10,1-10,NA,NA
2021,7/23/2021,Hemlock-BB,30,10,D,N,Eastern hemlock,11.2,N,AS,Co-dominant,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2021,7/23/2021,Hemlock-BB,30,11,D,N,Red oak,52.3,N,AS,Dominant,Healthy,NA,NA,NA,Leaf loss,1-10,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA
2021,7/23/2021,Hemlock-BB,30,12,D,N,Chestnut oak,29.5,N ,AS,Dominant,Healthy,NA,NA,NA,Holes,10-50,1-10,Leaf loss,10-50,NA,NA,NA,NA,NA,NA
2021,7/23/2021,Hemlock-BB,30,13,D,N,Eastern hemlock,10.6,N,AS,Co-dominant,HWA/EHS,NA,NA,NA,Leaf loss,10-50,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA
2021,7/23/2021,Hemlock-BB,30,14,D,N,Red oak,43.6,N,AS,Dominant,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,Missing/Fallen/CWD
2021,7/23/2021,Hemlock-BB,30,15,D,N,Eastern hemlock,15.0,N,AS,Co-dominant,HWA/EHS,NA,NA,NA,Leaf loss,10-50,NA,Holes,50-90,1-10,NA,NA,NA,NA,NA
2021,6/11/2021,Hemlock-BB,31,1,A,N,American beech,16.5,N,AS,Co-dominant,Healthy,NA,NA,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2021,6/11/2021,Hemlock-BB,31,1,A,N,American beech,17.5,N,AS,Co-dominant,Healthy,NA,NA,NA,Leaf loss,1-10,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA
2021,6/11/2021,Hemlock-BB,31,1,A,N,American beech,18.5,N,AS,Co-dominant,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
2021,6/11/2021,Hemlock-BB,31,2,A,N,Eastern hemlock,11.3,N,AS,Intermediate,HWA/EHS,NA,NA,NA,Leaf loss,10-50,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA
2021,6/11/2021,Hemlock-BB,31,3,A,N,Sugar maple,20.8,N,AS,Co-dominant,Healthy,NA,NA,NA,Holes,50-90,1-10,Leaf loss,1-10,NA,NA,NA,NA,NA,NA
2021,6/11/2021,Hemlock-BB,31,4,B,N,Eastern hemlock,31.7,N,DS,NA,NA,NA,NA,NA,Holes,10-50,1-10,Leaf loss,1-10,NA,NA,NA,NA,NA,NA
2021,6/11/2021,Hemlock-BB,31,5,C,N,Red maple,35.0,N,AS,Dominant,Large dead branches,NA,NA,NA,Holes,50-90,10-50,NA,NA,NA,NA,NA,NA,NA,NA
2021,6/11/2021,Hemlock-BB,31,6,C,N,American beech,30.0,N,AS,Co-dominant,BBD,NA,NA,NA,Holes,10-50,1-10,Leaf loss,1-10,NA,NA,NA,NA,NA,NA
2021,6/11/2021,Hemlock-BB,31,7,C,N,Red oak,66.0,N,AS,Dominant,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing/Fallen/CWD
2021,6/11/2021,Hemlock-BB,31,8,C,N,Eastern hemlock,17.0,N,AS,Intermediate,HWA/EHS,NA,NA,NA,Chlorosis,1-10,1-10,Holes,10-50,1-10,Leaf loss,1-10,NA,NA,NA
2021,6/11/2021,Hemlock-BB,31,9,D,N,Eastern hemlock,14.0,N,AS,Intermediate,HWA/EHS,NA,NA,NA,Holes,10-50,1-10,Leaf loss,1-10,NA,NA,NA,NA,NA,NA
2021,6/11/2021,Hemlock-BB,31,10,D,N,Red oak,64.0,N,AS,Dominant,Healthy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA
2021,6/11/2021,Hemlock-BB,31,11,D,N,Eastern hemlock,16.5,N,AS,Intermediate,HWA/EHS,NA,NA,NA,Holes,50-90,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2021,6/17/2021,Hemlock-BB,32,1,A,N,Eastern hemlock,20.6,N,AS,Co-dominant,HWA/EHS,NA,NA,NA,Holes,10-50,1-10,Leaf loss,1-10,NA,NA,NA,NA,NA,NA
2021,6/17/2021,Hemlock-BB,32,2,A,N,Eastern hemlock,20.5,N,DS,NA,NA,NA,NA,NA,Holes,10-50,1-10,NA,NA,NA,NA,NA,NA,NA,NA
2021,6/17/2021,Hemlock-BB,32,3,B,N,Yellow birch,53.1,N,AS,Dominant,Healthy,NA,NA,NA,Holes,50-90,1-10,Leaf loss,1-10,NA,NA,NA,NA,NA,NA
2021,6/17/2021,Hemlock-BB,32,4,B,N,Eastern hemlock,12.8,N,AS,Intermediate,HWA/EHS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
2021,6/17/2021,Hemlock-BB,32,5,C,N,Black birch,48.0,N,AS,Dominant,Healthy,4,NA,NA,Leaf loss,10-50,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,6/17/2021,Hemlock-BB,32,6,D,N,Eastern hemlock,28.9,N,AS,Co-dominant,HWA/EHS,NA,NA,NA,Holes,10-50,1-10,Leaf loss,1-10,NA,NA,NA,NA,NA,NA
2021,7/27/2021,PitchPine-BB,33,1,A,N,Pitch pine,39.3,N,AS,Dominant,Large dead branches,NA,NA,NA,Holes,10-50,1-10,Leaf loss,1-10,NA,NA,NA,NA,NA,NA
2021,7/27/2021,PitchPine-BB,33,2,A,N,Pitch pine,30.2,N,AS,Co-dominant,Healthy,NA,NA,NA,Holes,10-50,1-10,Leaf loss,10-50,NA,NA,NA,NA,NA,NA
2021,7/27/2021,PitchPine-BB,33,3,A,N,Unknown sp.,11.8,N,DS,NA,NA,NA,NA,NA,Holes,10-50,1-10,Leaf loss,1-10,NA,NA,NA,NA,NA,NA
2021,7/27/2021,PitchPine-BB,33,4,A,N,Pitch pine,34.8,N,AS,Dominant,Large dead branches,NA,NA,NA,Holes,50-90,10-50,Leaf loss,10-50,NA,NA,NA,NA,NA,NA
